"playerID","yearID","G","G_batting","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","G_old"
"abramcj01",2023,151,151,563,83,138,28,6,18,64,47,4,32,118,2,13,3,3,7,NA
"abreujo02",2023,141,141,540,62,128,23,1,18,90,0,1,42,130,1,6,0,6,16,NA
"abreuwi02",2023,28,28,76,10,24,6,0,2,14,3,1,9,23,0,0,0,0,0,NA
"acunaro01",2023,158,159,643,149,217,35,4,41,106,73,14,80,84,3,9,0,3,15,NA
"adamewi01",2023,149,149,553,73,120,29,2,24,80,5,3,71,165,1,6,0,6,12,NA
"adamsjo03",2023,17,17,39,1,5,0,0,0,1,1,2,0,16,0,0,0,1,0,NA
"adamsri03",2023,44,44,143,8,39,13,2,4,21,0,0,11,45,0,2,1,1,5,NA
"adelljo01",2023,16,17,58,7,12,3,1,3,6,1,0,4,25,0,0,0,0,1,NA
"adriaeh01",2023,5,5,10,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,NA
"aguilje01",2023,36,36,104,8,23,2,0,5,9,0,0,8,31,2,1,0,1,3,NA
"ahmedni01",2023,72,72,198,14,42,10,1,2,17,5,1,12,52,0,0,0,0,0,NA
"alberha01",2023,30,30,82,11,18,5,0,3,16,0,0,4,13,0,1,2,1,1,NA
"albieoz01",2023,148,148,596,96,167,30,5,33,109,13,1,46,107,2,8,0,8,9,NA
"alfarjo01",2023,18,18,48,2,7,4,0,1,4,0,0,2,15,0,2,0,0,3,NA
"allengr01",2023,22,22,23,6,5,1,1,1,1,3,1,2,10,0,2,1,0,0,NA
"allenni02",2023,106,106,303,29,67,4,2,4,20,5,1,17,52,0,1,6,2,8,NA
"almonab01",2023,8,8,15,1,1,1,0,0,0,0,0,1,8,0,0,0,0,0,NA
"alonspe01",2023,153,154,568,92,123,21,2,46,118,4,1,65,151,6,21,0,4,17,NA
"altuvjo01",2023,89,90,360,76,112,21,2,17,51,14,2,44,71,0,5,0,1,9,NA
"aluja01",2023,51,51,159,14,36,2,1,2,16,5,1,10,42,0,3,1,2,2,NA
"alvarfr01",2023,123,123,382,51,80,12,0,25,63,2,0,34,110,0,6,0,1,14,NA
"alvaryo01",2023,114,114,410,77,120,24,1,31,97,0,0,69,92,5,13,0,4,7,NA
"amayaja01",2023,4,4,9,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,NA
"amayami01",2023,53,53,131,17,28,4,0,5,18,0,0,12,40,0,11,1,1,2,NA
"anderbr06",2023,96,96,318,38,72,12,3,9,40,1,3,36,108,0,4,0,3,10,NA
"anderti01",2023,123,123,493,52,121,18,2,1,25,13,2,26,122,0,3,0,2,15,NA
"andruel01",2023,112,112,374,39,94,20,1,6,44,12,4,25,71,1,4,1,2,11,NA
"andujmi01",2023,30,30,84,9,21,7,0,4,18,2,0,6,13,0,0,0,0,1,NA
"arandjo01",2023,34,34,87,13,20,4,1,2,13,0,0,13,31,1,2,0,1,1,NA
"arauzjo01",2023,27,27,59,3,8,0,0,3,9,0,0,5,18,0,0,2,0,1,NA
"arciaor01",2023,139,139,488,66,129,25,0,17,65,1,0,39,102,0,3,0,3,14,NA
"arenano01",2023,144,144,560,71,149,26,2,26,93,3,3,41,101,5,3,0,8,21,NA
"ariasga01",2023,122,122,315,36,66,15,0,10,26,3,4,28,113,0,1,0,1,9,NA
"arozara01",2023,151,151,551,95,140,19,3,23,83,22,10,80,156,1,18,0,5,10,NA
"arraelu01",2023,147,147,574,71,203,30,3,10,69,3,2,35,34,10,4,1,3,18,NA
"arroych01",2023,66,66,195,23,47,16,0,3,24,1,3,7,45,0,1,1,2,8,NA
"azocajo01",2023,55,55,91,16,21,6,0,2,9,8,2,4,24,0,2,5,0,2,NA
"baddoak01",2023,112,112,312,40,68,13,1,11,34,14,3,42,89,2,0,2,1,4,NA
"baderha01",2023,98,98,319,44,74,12,2,7,40,20,3,17,59,0,3,1,4,7,NA
"baeji01",2023,111,111,334,54,77,17,2,2,32,24,9,30,92,0,2,3,2,4,NA
"baezja01",2023,135,136,510,58,113,18,4,9,59,12,0,24,125,0,9,0,3,12,NA
"bailepa01",2023,97,97,326,29,76,18,1,7,48,1,0,21,100,0,3,2,1,8,NA
"bakerlu01",2023,33,33,86,9,18,3,0,2,10,0,0,13,31,0,0,0,0,1,NA
"bannory01",2023,2,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA
"barneau01",2023,59,59,178,15,32,5,0,2,11,2,1,17,43,0,2,1,2,7,NA
"barnhtu01",2023,47,43,109,6,22,3,0,1,9,1,0,12,42,0,1,0,1,4,NA
"barretr01",2023,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"bartjo01",2023,30,30,87,9,18,5,0,0,5,0,0,3,23,0,4,0,1,0,NA
"basabos01",2023,31,31,87,15,19,5,0,1,12,0,1,6,25,0,1,0,0,2,NA
"battema01",2023,43,43,120,19,31,6,0,2,11,2,2,17,30,0,1,1,0,0,NA
"batybr01",2023,108,108,353,41,75,12,0,9,34,2,0,29,109,0,2,1,1,8,NA
"bauerja01",2023,84,84,242,28,49,15,0,12,30,3,2,27,95,0,0,0,3,3,NA
"beatyma01",2023,30,30,61,8,14,4,0,0,4,0,0,6,14,0,5,0,0,1,NA
"bellico01",2023,130,130,499,95,153,29,1,26,97,20,6,40,87,3,5,0,12,7,NA
"belljo02",2023,150,150,547,52,135,28,0,22,74,0,1,63,134,2,2,0,3,13,NA
"beltbr01",2023,103,103,339,53,86,23,0,19,43,0,0,61,141,1,2,0,2,5,NA
"bemboan01",2023,6,6,11,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,NA
"beninan01",2023,151,151,562,72,147,34,2,5,45,13,2,52,89,5,3,1,3,12,NA
"bensowi01",2023,108,108,287,51,79,15,8,11,31,19,3,40,103,0,1,0,1,3,NA
"bertijo01",2023,133,133,388,53,114,16,3,7,33,16,6,29,77,2,2,2,3,10,NA
"bethach01",2023,104,104,315,49,71,16,0,11,33,1,0,13,91,0,0,1,3,6,NA
"bettsmo01",2023,152,152,584,126,179,40,1,39,107,14,3,96,107,3,8,0,5,5,NA
"bichebo01",2023,135,135,571,69,175,30,3,20,73,5,3,27,115,0,2,0,1,14,NA
"biggica01",2023,111,111,289,54,68,12,0,9,40,5,2,40,88,0,7,0,2,0,NA
"blackch02",2023,96,96,359,57,100,24,5,8,40,4,1,39,55,0,11,0,4,6,NA
"blancda02",2023,69,69,124,19,32,7,4,3,18,24,5,10,33,0,2,2,0,2,NA
"blanktr01",2023,10,10,31,2,5,0,0,1,1,0,0,6,6,0,0,0,0,0,NA
"bledajj01",2023,82,82,256,35,50,11,0,10,27,5,1,42,72,0,2,0,3,3,NA
"bogaexa01",2023,155,155,596,83,170,31,2,19,58,19,2,56,110,0,7,0,6,21,NA
"bohmal01",2023,145,145,558,74,153,31,0,20,97,4,1,42,94,1,5,0,6,23,NA
"bouchse01",2023,21,21,38,11,12,2,0,4,7,0,1,4,14,0,0,0,1,0,NA
"bradlja02",2023,43,43,105,10,14,5,0,1,6,0,0,5,29,0,2,1,0,3,NA
"brantmi02",2023,15,15,54,7,15,2,0,2,7,0,0,2,2,0,0,0,1,2,NA
"bregmal01",2023,161,161,622,103,163,28,4,25,98,3,1,92,87,1,8,0,2,22,NA
"brennwi02",2023,138,138,432,41,115,24,0,5,41,13,5,16,57,2,5,0,2,4,NA
"bridejo01",2023,40,40,88,9,15,3,0,0,7,0,1,11,22,0,4,1,2,3,NA
"brossmi01",2023,29,29,73,4,15,2,0,4,8,0,0,4,20,0,1,0,0,2,NA
"brownse01",2023,112,112,343,33,76,19,1,14,52,3,1,30,101,1,2,1,2,6,NA
"brujavi01",2023,37,37,76,14,13,2,0,0,6,3,2,5,21,0,2,1,0,1,NA
"bryankr01",2023,80,80,300,36,70,10,0,10,31,0,0,29,68,0,6,0,0,6,NA
"burdipe01",2023,14,14,33,4,6,2,0,1,2,1,0,3,18,0,1,0,0,0,NA
"burgeja01",2023,141,141,492,71,123,28,1,34,80,1,1,32,149,0,12,0,4,4,NA
"burleal01",2023,107,107,315,34,77,20,1,8,36,3,1,23,45,0,3,1,2,13,NA
"buschmi02",2023,27,27,72,9,12,3,0,2,7,1,0,8,27,0,0,0,1,0,NA
"butlela01",2023,42,42,123,10,26,4,0,4,10,0,0,4,35,0,1,0,1,5,NA
"buxtoby01",2023,85,85,304,49,63,17,1,17,42,9,0,35,109,2,4,0,4,3,NA
"cabaljo01",2023,104,104,231,37,51,9,1,4,26,26,3,28,66,0,17,0,4,0,NA
"cabbatr01",2023,22,22,53,5,11,3,0,1,7,1,1,2,26,0,0,0,1,1,NA
"cabremi01",2023,98,98,334,21,86,20,0,4,34,0,0,31,74,0,2,0,3,11,NA
"cabreos01",2023,115,115,298,35,63,11,0,5,29,8,0,25,72,1,2,3,2,6,NA
"calhoko01",2023,43,43,157,18,34,7,0,6,25,0,1,13,37,0,2,0,2,3,NA
"calhowi01",2023,44,44,134,16,32,7,0,5,16,0,0,14,20,1,0,0,1,2,NA
"callal01",2023,128,128,375,43,75,14,1,8,38,9,8,53,78,0,6,3,2,1,NA
"camarjo01",2023,8,8,18,0,4,0,0,0,2,0,0,1,4,0,1,0,0,2,NA
"caminju01",2023,7,7,34,4,8,1,0,1,7,0,0,2,8,0,0,0,0,2,NA
"campulu01",2023,49,49,163,27,52,7,0,7,30,0,0,7,21,0,3,0,1,8,NA
"canaral01",2023,6,6,17,1,5,1,1,1,6,0,0,0,8,0,0,0,0,0,NA
"candeje01",2023,139,140,505,77,127,39,3,22,70,8,1,53,127,1,13,0,4,11,NA
"canhama01",2023,139,139,435,51,114,25,1,11,62,11,1,49,79,1,17,0,6,11,NA
"canzodo01",2023,59,59,173,23,38,13,0,6,21,1,0,8,32,0,1,0,0,5,NA
"capelco01",2023,32,32,73,6,19,5,0,0,3,5,3,12,25,0,1,0,0,1,NA
"capravi01",2023,9,9,18,3,3,1,0,0,1,0,0,2,5,0,0,1,0,0,NA
"caratvi01",2023,62,62,201,23,52,4,0,7,25,1,1,19,45,0,3,0,3,8,NA
"carlsdy01",2023,76,76,219,27,48,8,1,5,27,3,0,26,49,0,7,0,3,4,NA
"carpeke01",2023,118,118,418,57,116,17,2,20,64,6,0,32,115,3,8,0,1,5,NA
"carpema01",2023,76,76,188,18,33,12,0,5,31,1,0,41,67,0,2,0,5,2,NA
"carroco02",2023,155,155,565,116,161,30,10,25,76,54,5,57,125,1,13,6,4,7,NA
"carteev01",2023,23,23,62,15,19,4,1,5,12,3,0,12,24,1,0,0,1,1,NA
"casalcu01",2023,40,40,80,8,14,2,0,0,6,0,0,11,23,0,2,3,0,1,NA
"casastr01",2023,132,132,429,66,113,21,2,24,65,0,0,70,126,2,1,0,2,7,NA
"casteni01",2023,157,157,626,79,170,37,2,29,106,11,2,36,185,0,3,0,6,17,NA
"castidi02",2023,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"castrha01",2023,99,99,258,24,65,13,0,1,31,1,0,9,66,0,0,1,2,5,NA
"castrro01",2023,92,92,227,21,48,7,0,6,24,1,4,23,74,1,5,0,1,4,NA
"castrwi01",2023,124,124,358,60,92,18,5,9,34,33,5,34,99,1,12,2,3,5,NA
"caveja01",2023,65,65,184,18,39,8,1,5,21,3,0,15,55,0,1,1,2,3,NA
"changyu01",2023,39,39,105,12,17,2,0,6,18,4,0,3,34,0,2,2,0,2,NA
"chapmma01",2023,140,140,509,66,122,39,2,17,54,4,2,62,165,1,8,0,2,4,NA
"chavimi01",2023,48,48,91,16,22,3,0,2,5,1,0,5,33,0,0,0,0,3,NA
"chishja01",2023,97,97,352,50,88,12,2,19,51,22,3,26,118,0,2,1,2,4,NA
"choiji01",2023,39,39,104,12,17,5,0,6,13,0,0,10,35,0,1,0,2,2,NA
"clemeer01",2023,30,29,50,7,19,1,1,1,10,1,0,1,4,0,0,0,1,0,NA
"clemeko01",2023,49,47,139,15,32,7,0,4,13,0,0,8,40,0,1,0,0,1,NA
"colasos01",2023,75,75,245,32,53,9,0,5,19,4,3,12,71,1,2,2,2,5,NA
"colliza01",2023,2,2,4,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,NA
"confomi01",2023,125,125,406,58,97,14,0,15,58,4,0,53,106,4,7,0,4,12,NA
"contrwi01",2023,125,125,428,55,113,27,0,20,67,6,3,51,111,0,13,1,2,12,NA
"contrwi02",2023,141,141,540,86,156,38,1,17,78,6,1,63,126,2,5,1,2,23,NA
"coopega03",2023,123,123,422,42,106,18,1,17,61,0,0,31,132,0,2,0,2,15,NA
"cordefr02",2023,24,24,69,9,13,2,0,6,13,0,0,2,25,0,0,0,0,0,NA
"correca01",2023,135,135,514,60,118,29,2,18,65,0,0,59,131,3,4,0,3,30,NA
"cowseco01",2023,26,26,61,15,7,2,0,0,4,1,0,13,22,0,2,0,1,1,NA
"crawfbr01",2023,94,93,283,31,55,11,1,7,38,3,0,28,81,1,4,1,4,5,NA
"crawfjp01",2023,145,145,534,94,142,35,0,19,65,2,0,94,125,1,5,3,2,7,NA
"croncj01",2023,71,71,258,38,64,12,0,12,37,0,0,17,65,0,1,0,2,13,NA
"croneja01",2023,127,127,458,54,105,24,7,10,48,6,1,46,97,2,11,1,5,8,NA
"croplty01",2023,2,2,6,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,NA
"crowape01",2023,13,13,14,3,0,0,0,0,1,2,2,3,7,0,0,2,0,0,NA
"cruzne02",2023,49,49,143,9,35,5,1,5,23,1,0,6,46,1,2,0,1,2,NA
"cruzon01",2023,9,9,32,7,8,1,0,1,4,3,0,7,8,0,0,0,1,0,NA
"culbech01",2023,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"dahlda01",2023,4,4,9,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,NA
"dalbebo01",2023,21,21,49,6,10,2,0,1,1,1,0,4,28,0,0,0,0,0,NA
"darnatr01",2023,74,74,267,31,60,13,0,11,39,0,0,21,67,0,3,0,1,6,NA
"davishe01",2023,62,62,225,27,48,10,0,7,24,3,5,25,69,2,4,0,1,3,NA
"davisjd01",2023,144,144,480,61,119,23,1,18,69,1,0,52,152,0,6,0,6,16,NA
"davisjo05",2023,34,34,90,22,22,4,1,2,10,1,2,7,29,0,2,2,2,1,NA
"dazayo01",2023,24,24,74,8,20,6,0,0,7,1,0,3,13,0,1,1,1,5,NA
"dejonpa01",2023,112,112,372,41,77,13,0,14,38,4,4,21,121,0,5,0,2,10,NA
"delacbr01",2023,153,153,579,60,149,32,0,19,78,4,1,40,142,0,1,0,5,18,NA
"delacel01",2023,98,98,388,67,91,15,7,13,44,35,8,35,144,3,2,1,1,6,NA
"delayja01",2023,70,70,167,20,42,11,1,1,18,0,0,14,44,0,3,2,1,5,NA
"delucjo01",2023,24,24,42,5,11,1,0,2,6,1,0,3,8,0,0,0,0,0,NA
"deverra01",2023,153,153,580,90,157,34,0,33,100,5,1,62,126,10,11,0,3,15,NA
"diazal02",2023,109,109,315,25,72,20,1,4,24,1,0,17,66,2,7,1,4,14,NA
"diazel01",2023,141,141,486,48,130,25,1,14,72,1,0,34,118,0,2,0,4,12,NA
"diazis01",2023,8,8,24,0,1,0,0,0,1,0,0,2,9,0,0,0,0,0,NA
"diazjo03",2023,90,90,272,20,60,9,0,10,27,0,1,17,69,0,3,0,1,10,NA
"diazya01",2023,136,137,525,95,173,35,0,22,78,0,1,65,94,0,8,0,2,16,NA
"diazya02",2023,104,104,355,51,100,22,0,23,60,0,0,11,74,0,5,0,6,12,NA
"dickeco01",2023,50,50,144,12,36,7,1,2,17,0,1,7,28,0,0,0,1,3,NA
"dixonbr01",2023,33,33,79,10,16,4,0,2,9,1,0,1,31,0,4,0,2,1,NA
"dominja01",2023,8,8,31,6,8,1,0,4,7,1,0,2,8,0,0,0,0,1,NA
"donaljo02",2023,51,50,165,18,25,5,0,13,26,0,0,22,50,0,0,0,2,6,NA
"donovbr01",2023,95,95,327,48,93,10,1,11,34,5,1,33,53,2,9,1,1,4,NA
"downsje01",2023,6,6,5,4,2,0,0,0,1,2,0,4,1,0,0,0,0,0,NA
"doylebr02",2023,126,126,399,48,81,16,5,10,48,22,5,22,151,0,4,3,3,9,NA
"doziehu01",2023,29,29,82,8,15,2,1,2,9,2,0,8,29,0,0,0,1,0,NA
"drurybr01",2023,125,125,485,61,127,30,3,26,83,0,2,25,136,0,8,0,5,14,NA
"dubonma01",2023,132,132,467,76,130,26,3,10,46,7,2,19,70,0,3,0,3,10,NA
"duffyma01",2023,79,78,191,17,48,8,0,2,16,1,0,12,39,0,4,0,2,4,NA
"duranez01",2023,122,122,406,55,112,22,2,14,46,8,4,23,120,1,7,1,2,7,NA
"duranja01",2023,102,102,332,46,98,34,2,8,40,24,2,24,90,1,3,0,2,3,NA
"duvalad01",2023,92,92,320,45,79,24,2,21,58,4,0,22,110,1,6,0,5,0,NA
"eatonna01",2023,28,28,53,2,4,0,0,0,1,3,0,2,21,0,1,0,0,0,NA
"edenca01",2023,5,5,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
"edmanto01",2023,137,137,479,69,119,25,4,13,47,27,4,35,84,1,7,3,4,9,NA
"edwarxa01",2023,30,30,78,12,23,3,0,0,3,5,0,3,14,0,1,2,0,1,NA
"ellisdr01",2023,12,12,23,4,5,0,0,2,4,0,1,6,7,0,0,0,0,0,NA
"encarch01",2023,63,63,222,29,60,7,0,13,37,2,0,14,69,0,5,0,0,5,NA
"engelad01",2023,5,5,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,NA
"escobed01",2023,100,99,288,32,65,6,5,6,31,2,1,18,78,0,0,1,2,7,NA
"espinsa01",2023,93,93,230,30,57,14,0,2,25,2,1,18,36,1,3,2,1,5,NA
"estrath01",2023,120,120,495,63,134,26,2,14,49,23,7,22,120,1,11,0,2,10,NA
"faircst01",2023,97,97,219,34,50,16,2,5,28,10,3,25,69,0,6,3,2,2,NA
"farmeky01",2023,120,120,336,49,86,14,2,11,46,2,4,23,86,0,8,0,2,7,NA
"fermifr01",2023,70,70,217,26,61,10,1,9,32,0,0,13,50,0,1,1,3,11,NA
"fermijo01",2023,21,21,51,2,12,1,0,0,4,0,1,6,8,0,2,2,0,1,NA
"fitzgty01",2023,10,10,32,3,7,2,0,2,5,2,0,2,10,0,0,0,0,0,NA
"fletcda02",2023,33,33,89,7,22,1,0,2,12,0,0,7,9,1,0,1,0,2,NA
"fletcdo01",2023,28,28,93,10,28,5,1,2,14,0,2,7,22,1,0,2,0,0,NA
"florewi01",2023,126,126,405,51,115,22,0,23,60,0,0,41,63,1,5,0,3,13,NA
"flories01",2023,19,19,61,5,14,3,1,0,8,3,0,7,20,0,2,0,1,0,NA
"fordmi01",2023,84,83,219,32,50,6,0,16,34,0,0,24,81,0,7,0,1,4,NA
"forteni01",2023,108,108,294,33,60,10,0,6,26,4,2,17,59,0,7,3,2,12,NA
"fraleja01",2023,111,111,336,41,86,18,0,15,65,21,5,37,71,2,6,0,1,5,NA
"francty01",2023,158,158,587,79,147,32,0,12,58,1,0,43,117,0,34,0,1,25,NA
"francwa01",2023,112,112,442,65,124,23,6,17,58,30,10,42,69,3,3,0,4,18,NA
"fraziad01",2023,141,141,412,59,99,21,2,13,60,11,4,32,68,0,4,4,2,4,NA
"frazicl01",2023,33,33,66,10,13,1,1,0,3,4,2,10,23,0,0,0,0,0,NA
"freemfr01",2023,161,161,637,131,211,59,2,29,102,23,1,72,121,12,16,0,5,14,NA
"freemty01",2023,64,64,153,20,37,7,0,4,18,5,0,10,30,0,2,2,1,3,NA
"frelisa01",2023,57,57,191,29,47,9,1,3,24,7,0,28,37,0,1,0,3,2,NA
"friedtj01",2023,138,138,488,73,136,22,8,18,66,27,6,47,90,1,10,8,3,0,NA
"fryda01",2023,58,57,101,12,24,6,0,4,15,2,0,8,30,0,4,0,0,3,NA
"fulmemi01",2023,58,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"gallaca01",2023,56,56,143,6,18,6,0,0,7,0,0,4,46,0,1,0,1,3,NA
"gallojo01",2023,111,111,282,39,50,9,1,21,40,1,1,48,142,1,2,0,0,3,NA
"gamelbe01",2023,6,6,15,2,3,1,0,0,2,0,0,0,2,0,0,0,0,0,NA
"garciad02",2023,148,148,555,108,136,29,0,39,107,9,1,65,175,0,6,0,6,12,NA
"garciav01",2023,37,37,108,8,20,3,1,3,12,2,0,6,39,1,2,0,0,1,NA
"garcijo02",2023,46,46,133,15,29,8,0,2,17,3,2,15,44,0,0,0,1,1,NA
"garcilu04",2023,122,122,447,61,119,18,4,9,50,9,4,27,60,1,0,1,7,10,NA
"garcima01",2023,123,123,464,59,126,20,4,4,50,23,7,38,115,0,2,1,10,9,NA
"garliky01",2023,14,14,28,2,5,1,0,2,4,0,0,2,11,0,0,0,0,0,NA
"garrest01",2023,89,89,234,40,63,17,0,9,40,3,1,26,82,0,3,0,5,6,NA
"garvemi01",2023,87,87,296,45,80,11,0,19,50,0,0,44,82,1,3,0,0,6,NA
"gelofza01",2023,69,69,270,40,72,20,1,14,32,14,2,26,82,1,3,0,1,5,NA
"gimenan01",2023,153,153,557,76,140,27,5,15,62,30,6,32,112,3,20,4,3,10,NA
"goldspa01",2023,154,154,593,89,159,31,0,25,80,11,2,87,161,6,3,0,3,12,NA
"gomesya01",2023,116,116,382,44,102,20,2,10,63,1,0,21,81,1,9,0,7,9,NA
"gonzani01",2023,35,35,115,12,24,8,1,2,13,0,1,6,36,0,4,1,2,0,NA
"gonzaos01",2023,54,54,173,15,37,7,2,2,12,0,0,5,46,0,1,0,1,2,NA
"gonzaro01",2023,44,44,93,11,18,4,2,3,14,7,0,2,36,0,0,1,1,0,NA
"goodmhu01",2023,23,23,70,6,14,4,3,1,17,1,0,5,24,0,0,0,2,2,NA
"gordoni01",2023,34,34,91,13,16,5,1,2,7,0,0,1,11,0,0,1,0,1,NA
"gormano01",2023,119,119,406,59,96,17,0,27,76,7,2,53,148,1,3,0,2,5,NA
"gourryu01",2023,108,108,298,32,73,16,3,4,27,4,0,26,44,3,1,0,4,13,NA
"grandya01",2023,118,118,363,33,85,14,0,8,33,0,0,36,86,1,4,0,2,11,NA
"graytr01",2023,2,2,5,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"greenri02",2023,99,99,378,51,109,19,4,11,37,7,0,35,114,0,1,0,2,7,NA
"grichra01",2023,118,118,434,65,116,31,2,16,44,2,2,29,96,2,6,0,2,11,NA
"grishtr01",2023,153,153,469,67,93,31,1,13,50,15,3,75,154,0,5,4,1,7,NA
"grissva01",2023,23,23,75,5,21,3,1,0,9,0,1,2,15,0,2,0,1,2,NA
"grossro01",2023,115,115,353,56,84,23,1,10,49,1,0,57,98,0,2,0,8,8,NA
"guerrvl02",2023,156,156,602,78,159,30,0,26,94,5,3,67,100,5,9,0,4,23,NA
"guilllu01",2023,54,54,107,12,24,6,1,1,9,0,0,10,28,1,0,2,1,4,NA
"gurrilo01",2023,145,145,551,65,144,35,2,24,82,5,0,33,103,1,6,0,2,20,NA
"guthrda01",2023,23,23,24,4,4,1,0,0,0,0,0,3,7,0,1,0,0,0,NA
"haaseer01",2023,89,89,274,22,55,8,1,4,26,4,1,17,81,1,0,1,1,11,NA
"haggesa01",2023,52,52,91,13,23,3,1,1,5,10,1,15,17,0,1,1,0,0,NA
"hallda02",2023,18,18,54,2,9,1,0,1,3,0,0,2,18,0,0,0,0,2,NA
"hamilbi02",2023,3,3,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,NA
"hamilca01",2023,4,4,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,NA
"hamilda03",2023,15,15,33,2,4,2,0,0,0,2,1,6,10,0,0,0,0,1,NA
"hampsga01",2023,98,98,221,30,61,12,1,3,23,5,0,23,67,0,3,3,2,3,NA
"hanigmi01",2023,61,61,211,27,44,13,1,6,28,1,0,15,65,0,2,0,1,7,NA
"happia01",2023,158,158,580,86,144,35,4,21,84,14,3,99,153,2,6,0,6,12,NA
"harpebr03",2023,126,126,457,84,134,29,1,21,72,11,3,80,119,8,5,0,4,10,NA
"harrijo05",2023,41,40,103,8,21,3,0,2,10,0,0,3,20,0,6,0,2,2,NA
"harrimi04",2023,138,138,505,76,148,33,3,18,57,20,4,25,101,1,5,1,3,8,NA
"haselad01",2023,28,28,36,6,8,2,0,0,2,1,0,3,8,0,0,0,0,1,NA
"hayeske01",2023,124,124,494,65,134,31,7,15,61,10,6,28,104,1,0,0,3,11,NA
"haysau01",2023,144,144,520,76,143,36,2,16,67,5,1,38,141,1,3,0,5,11,NA
"hedgeau01",2023,82,81,185,14,34,5,0,1,16,1,0,11,47,0,2,10,3,7,NA
"heimjo01",2023,131,131,457,61,118,28,0,18,95,2,0,40,96,2,1,0,3,10,NA
"heinety01",2023,22,22,38,5,9,1,1,0,3,1,0,8,8,0,1,0,0,0,NA
"hendegu01",2023,150,150,560,100,143,29,9,28,82,10,3,56,159,1,3,0,3,10,NA
"henslda01",2023,30,30,84,12,10,1,0,1,3,1,0,10,35,0,0,0,0,0,NA
"hernaen02",2023,140,140,465,57,110,23,0,11,61,4,1,34,97,1,3,0,6,17,NA
"hernate01",2023,160,160,625,70,161,29,2,26,93,7,2,38,211,2,8,0,7,6,NA
"hernayo02",2023,14,14,22,5,3,1,0,0,4,0,0,2,8,0,1,1,1,0,NA
"herreiv01",2023,13,13,37,6,11,2,0,0,4,0,0,5,11,0,2,0,0,1,NA
"herrejo04",2023,43,41,101,15,21,5,0,0,7,1,0,13,30,0,0,5,1,2,NA
"heywaja01",2023,124,124,334,56,90,23,0,15,40,2,2,34,64,1,3,0,3,7,NA
"hicksaa01",2023,93,93,269,44,68,9,1,8,36,6,0,42,69,1,0,0,1,3,NA
"higasky01",2023,92,92,242,24,57,13,0,10,34,0,0,14,74,0,0,1,3,5,NA
"hillde01",2023,13,13,47,3,8,1,0,0,1,1,0,3,11,0,0,0,0,0,NA
"hillisa01",2023,40,40,72,15,17,5,0,3,6,4,0,6,33,0,0,0,0,1,NA
"hoernni01",2023,150,150,619,98,175,27,4,9,68,43,7,49,83,0,14,1,5,12,NA
"hopkitj01",2023,25,25,41,7,7,0,0,0,1,1,0,2,17,0,1,0,0,1,NA
"horwisp01",2023,15,15,39,5,10,2,0,1,7,0,0,4,12,0,1,0,0,1,NA
"hosmeer01",2023,31,31,94,7,22,3,0,2,14,0,0,6,25,0,0,0,0,5,NA
"huffsa01",2023,21,21,43,5,11,2,0,3,6,0,0,2,17,0,0,0,0,1,NA
"hummeco01",2023,10,10,23,2,2,1,0,0,0,1,0,2,9,0,1,0,0,1,NA
"ibanean01",2023,114,114,356,42,94,23,2,11,41,1,0,24,69,0,1,1,1,7,NA
"indiajo01",2023,119,119,454,78,111,23,0,17,61,14,2,52,109,0,16,0,7,13,NA
"isbelky01",2023,91,91,292,45,70,22,2,5,34,7,1,17,59,0,1,1,2,5,NA
"jankotr01",2023,107,107,247,34,65,12,1,1,30,19,1,35,42,0,2,1,2,6,NA
"janseda01",2023,86,86,268,38,61,15,0,17,53,0,0,23,62,1,10,0,0,3,NA
"jeffery01",2023,96,96,286,46,79,15,2,14,43,3,2,33,93,1,10,4,2,6,NA
"jimenel02",2023,120,120,456,50,124,23,0,18,64,0,0,30,93,2,1,0,2,13,NA
"joeco01",2023,133,133,413,63,102,31,4,11,42,3,5,50,110,0,8,0,1,4,NA
"johnsbr03",2023,30,30,43,7,7,1,0,1,3,3,0,4,15,0,0,0,1,0,NA
"jonesja08",2023,7,7,10,2,2,1,0,0,3,1,0,1,5,0,0,0,0,0,NA
